_id,updated,session_id,block_id,room_id,session_type,session_level,session_title,session_abstract,session_requirements,session_keywords,session_hashtag,session_url,session_youtube_url,session_moderator_url,session_pdf_url,session_notes_url,session_starred,session_cal_event_id,session_livestream_url
11,1428674812961,324806378,1368750000-1368752400,room5,SESSION,,Google+ Sign-In for Android Developers,"Learn how to add Google+ Sign-In to your Android app, grow your installed base using OTA installs, drive more engagement using interactive posts, and monitor your apps' performance on Google+.",,,googleplus,https://developers.google.com/events/io/sessions/324806378,,,,,0,,
12,1428674812962,324858737,1368651300-1368653700,room12,SESSION,,New Developments in Mobile Gaming,"Hey, mobile game developers! Wondering what Google's been working on to make life better for you? Drop by the New Developments in Mobile Gaming talk and hear about the latest features we've been building to give your mobile games a little extra moxie. ",,,android,https://developers.google.com/events/io/sessions/324858737,,,,,0,,XclVwJP5GdM
13,1428674812962,324893448,1368736800-1368739200,room12,SESSION,,Google Cloud Messaging,"Google Cloud Messaging allows your services to efficiently send data to applications on Android devices. See what's new, and learn how to use GCM to make your apps more efficient.",,,android,https://developers.google.com/events/io/sessions/324893448,,,,,0,,hXPAXKb-LQE
14,1428674812962,324908972,1368736800-1368739200,room10,SESSION,,Accelerating Oz with V8: Follow the Yellow Brick Road to JavaScript Performance,Take advantage of the lessons learned by the developers of Find Your Way to Oz. Getting that last ounce of performance from your application takes careful optimization that can only be done with an understanding of the runtime environment. Learn how to dig into V8 and surface the important signals that you need to effectively optimize your program. Use these signals to find where small code changes can have large impacts on performance!,,,chromeapps,https://developers.google.com/events/io/sessions/324908972,,,,,0,,FDEMA6OhvGo
15,1428674812962,324958374,1368664200-1368666600,room5,SESSION,,In-App Billing Version 3,"Thousands of developers monetize apps on Google Play through try-and-buy, virtual goods, as well as subscriptions. Learn how to leverage the more robust (and simpler!) new generation of the Android in-app billing API that makes implementations easier to write and maintain. Familiarity with earlier versions not required. We will cover: availability, purchase flow, subscriptions, consumption models, and security best practices.",,,android,https://developers.google.com/events/io/sessions/324958374,,,,,0,,
16,1428674812963,324958375,1368661200-1368663600,room12,SESSION,,Androids Do Daydream,"With Daydream, new in Android 4.2, an idle or docked device becomes an opportunity for your app to delight the user. But where did this feature come from? Should your app support Daydream? How easy is it to add a Daydream? How can you make yours more fun and engaging? Answers to these questions—plus plenty of ideas and sample code—will be provided for daydreamers attending this session.",,,android,https://developers.google.com/events/io/sessions/324958375,,,,,0,,XclVwJP5GdM
17,1428674812963,325091862,1368728100-1368730500,room6,SESSION,,Web Page Design with the GPU in Mind,"Chrome implements fast, powerful webpage rendering by using the graphics hardware (GPU). But powerful GPU rendering introduces a new suite of issues that web developers need to understand. For example, how often is the texture cache invalidated? How can using translate-z cause GPU performance issues? How do hidden divs affect the GPU compositing process? 



Attendees will walk away with a clear understanding of the GPU compositor in Chrome and knowledge of how their design choices will impact a page's performance on devices with GPU compositing.",,,chromeapps,https://developers.google.com/events/io/sessions/325091862,,,,,0,,
18,1428674812963,325128936,1368651300-1368653700,room6,SESSION,,Instant Mobile Websites: Techniques and Best Practices,"Users expect a fast and optimized experience regardless of whether they're on a mobile or desktop browser. However, delivering a fast mobile experience requires careful consideration and engineering: you need to optimize your network access, you need to prioritize critical assets to deliver the best visual rendering performance, and you need to adapt your pages to the capabilities of the device (such as smaller viewport, touch, high-resolution screens, etc.). In this session we will take a deep technical dive into the criteria that affect the performance of your sites on mobile browsers, and discuss how you can optimize your site to deliver the best experience to your users.",,,chromeapps,https://developers.google.com/events/io/sessions/325128936,,,,,0,,
19,1428674812964,325172829,1368743400-1368745800,room5,SESSION,,When Android Meets Maps,"Build intuitive and compelling mobile map apps with the Google Maps Android API. This session will demonstrate innovative ways to integrate maps and Android sensors with Google services on Android. We will explore concepts on visualizing contextual, personalized and timely information.",,,googlemaps,https://developers.google.com/events/io/sessions/325172829,,,,,0,,
20,1428674812964,325206725,1368740100-1368742500,room10,SESSION,,Chrome DevTools Revolutions 2013 ,"As the complexity of the web apps you build keeps moving, so do the Chrome DevTools.  We'll give you the latest update on your favorite companion; explore new features like emulating mobile devices, remote debugging, Canvas and WebGL profiling, Sass preprocessor support, developing completely within Chrome using the new Workspaces support, and 20 other features that are brand-new to you and will hugely improve your development. Also, learn how to profile and improve your #1 enemy to scrolling performance: paint. Emulate mobile devices within Chrome DevTools with simulated touch events and geolocation data. You'll walk out of the session with a huge advantage in productivity, speed, and precision when developing, debugging, and improving your web applications.",,,chromeapps,https://developers.google.com/events/io/sessions/325206725,,,,,0,,FDEMA6OhvGo
21,1428674812964,325236644,1368806400-1368808800,room5,SESSION,,The New Android SDK Build System,"Introducing the new Gradle-based Android SDK build system that will eventually replace Ant and the Eclipse builders. It brings extensibility, dependency management, IDE integration, testing support and advanced features. We will teach you everything from the basic setup to advanced configuration and customization.",,,android,https://developers.google.com/events/io/sessions/325236644,,,,,0,,
22,1428674812964,325240798,1368664200-1368666600,room12,SESSION,,Level Up Your Android Game,"Learn how to take your game to the next level on Google Play. Our annual game talk, with ways to power up your distribution, user acquisition, and retention. Earn the “Gold Rush” achievement. Score three stars in quality and be one of the featured games on Google Play.",,,android,https://developers.google.com/events/io/sessions/325240798,,,,,0,,XclVwJP5GdM
23,1428674812965,325304728,1368658200-1368660600,room12,SESSION,,"Volley: Easy, Fast Networking for Android","Volley is a library that makes networking for Android apps easier and most importantly, faster. We'll give an overview of how it works, common patterns that work well with it, and a walkthrough of how you can easily load thumbnail images for your ListView from the network in parallel.",,,android,https://developers.google.com/events/io/sessions/325304728,,,,,0,,XclVwJP5GdM
24,1428674812965,325310259,1368819900-1368822300,room10,SESSION,,Device Agnostic Development,"We used to develop websites solely for desktop users. Today, we also develop for mobile devices, and who knows what new form factors will follow tomorrow. How are you expected to cope with many different constraints, and what are the right ways for approaching device agnostic development?",,,chromeapps,https://developers.google.com/events/io/sessions/325310259,,,,,0,,
25,1428674812965,325313237,1368664200-1368666600,room10,SESSION,,Automating Performance Best Practices with PageSpeed,"Come learn about the Google PageSpeed family: 

(a) Insights products to help identify performance problems (through browser extensions, online, and API). 

(b) Automagic optimization: open-source Apache and Nginx PageSpeed plugins that can optimize your site for you. See hands on examples, stats and case studies from partners (AOL, and few others).

(c) PageSpeed Service: explanation of the Google hosted web optimization product. See examples of advanced integrations with other Google products (e.g. App Engine, A/B testing with Google Analytics, etc). 

(d) Chrome data compression: an under the hood look at how Chrome leverages pagespeed to optimize pages on the fly and provides up to 50% bandwidth improvement for mobile browsers!",,,chromeapps,https://developers.google.com/events/io/sessions/325313237,,,,,0,,2OgAetgR_ok
26,1428674812965,325337477,1368728100-1368730500,room12,SESSION,,Beyond the Blue Dot: New Features in Android Location,"Location is not only at the heart of maps, but increasingly it's becoming critical to a new generation of contextual apps that are more aware of where the user is and what they're doing. Join us as we explore some of the new applications these APIs make possible.",,,android,https://developers.google.com/events/io/sessions/325337477,,,,,0,,hXPAXKb-LQE
27,1428674812965,325345389,1368658200-1368660600,room5,SESSION,,Mobile Multiplayer Made Manageable,"From infrastructure to game logic, writing a multi-player game can be challenging. We will look at techniques to solve common problems when writing multi-player games for Android.",,,android,https://developers.google.com/events/io/sessions/325345389,,,,,0,,
28,1428674812965,325412094,1368736800-1368739200,room8,SESSION,,Integrate Google Drive with Google Apps Script,"With the Google Drive SDK, developers can integrate custom ""Create"" and ""Open With"" menus within the Google Drive interface and reach tens of millions of users. Using Apps Script API in conjunction with the Google Drive SDK, developers can take advantage of the unique capabilities of Apps Script while also developing entirely on the Google Cloud! We will also demonstrate how you can get programmatic access to files and folders in Drive via Apps Script. ",,,chromeapps,https://developers.google.com/events/io/sessions/325412094,,,,,0,,
29,1428674812966,325418001,1368740100-1368742500,room12,SESSION,,Android Graphics Performance,"Engineers from the Android UI Graphics team will show some tips, tricks, tools, and techniques for getting the best performance and smoothest UI for your Android applications.",,,android,https://developers.google.com/events/io/sessions/325418001,,,,,0,,hXPAXKb-LQE
30,1428674812966,325433525,1368743400-1368745800,room6,SESSION,,"Dart: HTML of the Future, Today!","Develop large apps in a structured language and still experience fast Edit/Reload development cycles? Indeed, the prophecy has come true. Get crazy productive with Dart's tools, smooth HTML libraries, cross-browser polyfills, and web components based framework. Come learn how you can easily and quickly develop web apps that work cross-browser on both desktop and mobile platforms. We'll show you how to build modern web apps with Web Components and dynamic data-driven views without having to wait for cumbersome compile cycles. Make a change, hit reload, and boom, it's ready for all modern browsers.",,,chromeapps,https://developers.google.com/events/io/sessions/325433525,,,,,0,,
31,1428674812966,325475052,1368733500-1368735900,room6,SESSION,,What's New in Dart: Your First-class Upgrade to Web Development,"Come see what's new in Dart with its comprehensive, open-source ecosystem for the modern web developer. Learn how to be more productive with a new language: future-based DOM, package manager, JS-interop, a tree-shaking compiler to JavaScript, SIMD, Web Components, a rich editor, and much more. You'll leave this talk all caught up with Dart and ready to make the web awesome.",,,chromeapps,https://developers.google.com/events/io/sessions/325475052,,,,,0,,
32,1428674812966,325518206,1368658200-1368660600,room3,SESSION,,Mobile Development With YouTube APIs: Best Practices,"YouTube recently launched several new APIs (Data API V3, Analytics API, Android Player API) and mobile developers have much easier time integrating the world's video platform into their application. Learn about the best practices and see cool examples from innovators in this area. ",,,youtube,https://developers.google.com/events/io/sessions/325518206,,,,,0,,
33,1428674812966,325547004,1368658200-1368660600,room6,SESSION,,A Trip Down Memory Lane with Gmail and DevTools,"Automatic garbage collection in JavaScript isn't a substitute for effective memory management, especially in large, long-running web apps.  Memory leaks, frequent garbage collection pauses, and overall memory bloat can really drag you down.  Come take a trip down memory lane with us and learn how we tackled these performance issues in Gmail.  We'll share best practices for memory management and demonstrate how to use the Chrome DevTools Heap Profiler like a wizard to optimize your site.",,,chromeapps,https://developers.google.com/events/io/sessions/325547004,,,,,0,,
34,1428674812967,325566030,1368740100-1368742500,room3,SESSION,,Secrets of Video Stabilization on YouTube,"Video stabilization is a key component of YouTube's video enhancement tools and youtube.com/editor. All YouTube uploads are automatically detected for shakiness and suggested stabilization if needed. This talk will describe the technical details behind our fully automatic one-click stabilization technology, including aspects such as camera path optimization, rolling shutter detection and removal, distributed computing for real-time previews, and camera shake detection. More info: http://googleresearch.blogspot.com/2012/05/video-stabilization-on-youtube.html",,,youtube,https://developers.google.com/events/io/sessions/325566030,,,,,0,,
35,1428674812967,325582998,1368661200-1368663600,room10,SESSION,,Standardizing Payments on the Web: Introducing requestAutocomplete(),"Ever try buying something on the mobile web? Combine a mess of form fields and a soft keyboard and it's more frustrating than it needs to be. How many customers don’t buy things from you because doing so is just too much work?  requestAutocomplete() is an aspiring web standard that will allow users to bypass pages of form fields with an imperative API for requesting details the browser knows. In this session we'll highlight how to enhance your site with requestAutocomplete(), how to quickly implement the feature, and what to consider when optimizing the UX of your ecommerce experience.",,,chromeapps,https://developers.google.com/events/io/sessions/325582998,,,,,0,,2OgAetgR_ok
36,1428674812967,325586817,1368736800-1368739200,room6,SESSION,,Mobile HTML: The Future of Your Sites,"The mobile web is accelerating more rapidly than ever!  This session will show you the bleeding edge of the mobile web, enabling you to take your mobile sites and apps to the next level.  We will dive into features that you never thought you could enable in a mobile browser and give you practical advice for the year ahead.",,,chromeapps,https://developers.google.com/events/io/sessions/325586817,,,,,0,,
37,1428674812967,325615129,1368654300-1368656700,room12,SESSION,,Writing Custom Views for Android,"While the Android framework provides a number of layouts and prebuilt composable pieces for building UIs, targeted optimization or building unique hero moments often means writing custom views. We'll show you how the measurement and layout process works and patterns for advanced touch processing.",,,android,https://developers.google.com/events/io/sessions/325615129,,,,,0,,XclVwJP5GdM
38,1428674812967,325619051,1368647100-1368650700,room6,SESSION,,JAM with Chrome: How We Built a Massive Multiplayer Music Application Using Only Web Technology,"Built by the Creative Labs team in London, Jam with Chrome was a hugely successful Chrome experiment that allowed users to form a band from nearly anywhere in the world and ""Jam"" like stars in near real-time. We will show you how we built Jam with Chrome using the latest web technologies and give you practical advice and guidance on how you can do the same. We will focus on the Real time WebSockets component, the session management system, and the music engine made using the Web Audio API--come learn how to ""Jam.""",,,chromeapps,https://developers.google.com/events/io/sessions/325619051,,,,,0,,
39,1428674812967,325633064,1368654300-1368656700,room3,SESSION,,Semantic Video Annotations in the YouTube Topics API: Theory and Applications,"Did you know that YouTube automatically classifies videos based on the Freebase Open Knowledge Graph topics that they relate to? We'll talk more about how we pull off this feat of classification, as well as how you can use topics to power YouTube API searches or find related videos.",,,youtube,https://developers.google.com/events/io/sessions/325633064,,,,,0,,
40,1428674812968,325634001,1368813600-1368816000,room10,SESSION,,"Clientside Package Management: Less Work, More Awesome","Building web applications often means utilizing other libraries, frameworks, and plugins. Using a package manager to mange this greatly improves your productivity, enhances the speed and security of your application, and makes it much easier to stay up to date. Forget tracking new releases of libraries on blogs/Twitter, manually downloading dependent scripts, and managing the files and folders of libraries you use. With package management, keeping your dependencies updated and discovering new and related projects becomes straight-forward. In this session, we'll dive into the value of client-side package management and bring you up to speed with the open source package manager Bower, which offers a rich ecosystem of packages. Plus, learn about the useful integrations with Yeoman, Grunt, RequireJS, and NPM. ",,,chromeapps,https://developers.google.com/events/io/sessions/325634001,,,,,0,,
41,1428674812968,325679543,1368750000-1368752400,room6,SESSION,,Introduction to Portable Native Client (PNaCl),"Since 2011, NativeClient (NaCl) has been a feature of Chrome available through the Chrome Web Store.



PNaCl is the next exciting step for this technology.  It continues Native Client's compatibility with developers' existing codebases and near native-code performance, but brings this to the open web in a truly portable fashion.  The technology is built around the open source LLVM compiler infrastructure. This technology enables application developers to build both web and Chrome Web Store applications that work on Windows, OS X, Linux, and ChromeOS for x86 and ARM.",,,chromeapps,https://developers.google.com/events/io/sessions/325679543,,,,,0,,
42,1428674812968,325741299,1368647100-1368650700,room4,SESSION,,WebM and the New VP9 Open Video Codec,"According to Cisco, video data will be 55 percent of all consumer Internet traffic by 2016. With that much data traversing networks, efficient video compression will be more important than ever, especially on mobile networks. We are very excited about the new VP9 codec, which delivers better video quality at lower data rates than competing technologies. Furthermore, VP9 was developed entirely in the open as a royalty-free technology. In this session you will learn how VP9 performs against H.264 and other other codecs in quality and decoding speed, how to create WebM videos with VP9 and the new Opus audio codec, and how to deploy VP9 content to Chrome users in HTML5 <video>. ",,,chromeapps,https://developers.google.com/events/io/sessions/325741299,,,,,0,,
43,1428674812969,325881193,1368654300-1368656700,room6,SESSION,,Design Decisions in AngularJS,"We'll cover the design decisions that drove creating AngularJS, the JavaScript framework that combines data binding, reusable components, dependency injection, and a host of other powerful capabilities for building modern web applications. Come join us and learn how to build extremely scalable applications that are fast to build, trivial to change and maintain, easy to test, and that clearly express your intent to all developers on your team.",,,chromeapps,https://developers.google.com/events/io/sessions/325881193,,,,,0,,
44,1428674812969,325933151,1368651300-1368653700,room10,SESSION,,Jank Free: Chrome Rendering Performance,"Animations and scrolling at 60FPS: difficult! Let's talk about rendering performance by way of a couple case studies. We'll cover the basic challenge of smooth animation, approaches to finding the bottleneck in your application using Dev Tools, and methods to cope with some common pitfalls. Topics include Dev Tools rendering features, subtleties of CSS animation, common cases that kill scrolling performance, and a peak into the hardware acceleration model that underpins Chrome's graphics pipeline.",,,chromeapps,https://developers.google.com/events/io/sessions/325933151,,,,,0,,2OgAetgR_ok
45,1428674812969,325944029,1368723600-1368727200,room6,SESSION,,Stunning Mobile Visualization with CSS Filters,"The future platform for reading is mobile. Creating a compelling digital magazine experience requires taking advantage of leading web platform features. CSS filters bring powerful creative control for content and now take advantage of GPUs on mobile devices. This session will cover content creation for state of the art digital documents explaining how these features work, best practices for performance, packaging for deployment and integration with other cutting edge CSS features.",,,chromeapps,https://developers.google.com/events/io/sessions/325944029,,,,,0,,
46,1428674812970,325993827,1368746700-1368749100,room5,SESSION,,High Performance Audio,"It’s not that hard to play a background soundtrack in your mobile game app, or to play short clips of sound in response to user actions. But how about responsive reliable audio, that doesn’t glitch, works well across a range of devices, and doesn’t eat up your user’s battery? Oh, and is lower latency too? It turns out that’s not so easy. We’ll share our own experiences with the Android platform and apps, discuss the problem areas and the work we’ve been doing in the platform, and give some techniques you can apply now in your own apps. We assume you’re familiar with OpenSL ES and audio terminology.",,,android,https://developers.google.com/events/io/sessions/325993827,,,,,0,,
47,1428674812970,326148829,1368820800-1368823200,room12,SESSION,,Taking Advantage of Android Platform Features,"Take advantage of the Android platform to create a world-class app. We will use Gmail as an example, walk through platform features, and provide example code. This talk will enable you to leverage the platform, reduce effort, and improve the app experience.",,,android,https://developers.google.com/events/io/sessions/326148829,,,,,0,,
48,1428674812971,326204977,1368743400-1368745800,room12,SESSION,,Android Design for UI Developers,"Design on Android is no longer a complex mystery of disjointed patterns; the Android design guidelines have paved the way for a design renaissance following the tenets of content forward and responsive mobile design. In this talk we'll explore the arsenal of tools available to Android UI engineers that let you implement some of these important guidelines, including responsive design with multi-pane layouts, metrics and layout grids, and core navigation components.",,,android,https://developers.google.com/events/io/sessions/326204977,,,,,0,,hXPAXKb-LQE
49,1428674812971,326240948,1368651300-1368653700,room5,SESSION,,Best Practices for Bluetooth Development,"Opinions on Bluetooth can divide a crowd, but the technology can connect them back together. This is an end-to-end session that gives a brief overview of core specifications and profiles before diving into Android Bluetooth support, best practices for development (with examples), and some features you may not be aware of.",,,android,https://developers.google.com/events/io/sessions/326240948,,,,,0,,
50,1428674812971,326287482,1368813600-1368816000,room5,SESSION,,Android: As seen on TV!,"Google TV gives developers a consistent Android platform to create and deliver applications, games and high quality media on the largest screen in the house.

In this session we'll show you how to unlock the potential of the current Google TV devices and explain the new features of the next generation Google TV platform.",,,android,https://developers.google.com/events/io/sessions/326287482,,,,,0,,
51,1428674812971,326291452,1368813600-1368816000,room12,SESSION,,Making Money on Google Play,"Many commercially successful apps and games on Google Play share common attributes, including compelling application features, buyer profiles, and business models. In this session, we'll share what Google and developer partners have done to create successful monetization recipes. We'll also share our plans for further strengthening monetization on Google Play.",,,android,https://developers.google.com/events/io/sessions/326291452,,,,,0,,
52,1428674812972,326301704,1368740100-1368742500,room5,SESSION,,Structure in Android App Design,"Life is simple when your app is simple. But when your apps gets more complex, how do you choose between spinners, tabs, and drawers for navigation? Members of the Android Design team look at techniques for making your app predictable and pleasing to use.",,,android,https://developers.google.com/events/io/sessions/326301704,,,,,0,,
53,1428674812972,326335584,1368806400-1368808800,room12,SESSION,,Getting Discovered on Google Play,"As an Android application developer, your goal is to get your app discovered. Google Play’s goal is to surface the most relevant content for Android users. In this session, we discuss best practices for app creators in view of both goals. We will demonstrate, through concrete examples, best practices to help your application rise above others in the Google Play Store. We will discuss the signals that go into creating the top and trending lists, personalized recommendations, and Google Play Search. Come hear the inside story from the person who leads search & discovery on Google Play.",,,android,https://developers.google.com/events/io/sessions/326335584,,,,,0,,
54,1428674812972,326336563,1368817200-1368819600,room10,SESSION,,Real-time communication with WebRTC,"WebRTC implements open standards for realtime, plugin-free video, audio and data communication.  The core WebRTC APIs – getUserMedia, RTCPeerConnection and DataChannel – have now been implemented across Chrome and Firefox.

In this session, we show you how to get started with building a WebRTC app:

- what’s a MediaStream (aka getUserMedia) and how can I use it?

- resolution constraints

- signalling: what is it and how can I set it up?

- servers: what do I need?

- RTCPeerConnection: WebRTC’s most powerful API

- RTCDataChannel: realtime communication of arbitrary data

- integrating WebRTC with Web Audio

- interoperability

- security



During the session, we talk through code examples, live demos and production apps.",,,chromeapps,https://developers.google.com/events/io/sessions/326336563,,,,,0,,
55,1428674812972,326345917,1368817200-1368819600,room12,SESSION,,Building Android Apps for a Global Audience,"Interested in expanding your app to a global audience, but don’t know where to start? In this session, we’ll show you how to prepare an app for global distribution. Come learn about best practices for internationalization, right-to-left language support, and various tools that can help you along the way.",,,android,https://developers.google.com/events/io/sessions/326345917,,,,,0,,
56,1428674812973,326367481,1368654300-1368656700,room5,SESSION,,Practical Android Games Development,"Practical tips for game developers from insiders within the Android team, including how to work with the developer dashboard from the beginning of development through multiple releases.",,,android,https://developers.google.com/events/io/sessions/326367481,,,,,0,,
57,1428674812974,326368573,1368733500-1368735900,room5,SESSION,,"Enchant, Simplify, Amaze: Android's Design Principles","Want to enchant people, simplify their lives, and make them feel amazing with your app? Learn how Android's Design Principles can help you create products that resonate with people. Find out about the meaning and research behind the principles. See real-world examples and practices from the Android Design team. Discover techniques for applying the principles in your daily work. No design experience necessary.",,,android,https://developers.google.com/events/io/sessions/326368573,,,,,0,,
58,1428674812974,326425499,1368750000-1368752400,room12,SESSION,,Fireside Chat with the Android Team,"Pull up a chair and join the Android platform team for a fireside chat. It's your opportunity to ask us about the platform and learn a little bit more about why things work the way they do, from the people who built it. 

Moderated by Android Developer Advocate Reto Meier.",,,android,https://developers.google.com/events/io/sessions/326425499,,,,,0,,hXPAXKb-LQE
59,1428674812974,326431311,1368746700-1368749100,room12,SESSION,,A Moving Experience,"This talk will show various types of application animations and the code for how to achieve them. Developers should leave the presentation (not too quickly!) with more knowledge about how Android animations work, how to use the APIs effectively, and how to pull together various techniques to create more involved, more interesting and more compelling animations for their applications. ",,,android,https://developers.google.com/events/io/sessions/326431311,,,,,0,,hXPAXKb-LQE
60,1428674812974,326445164,1368661200-1368663600,room5,SESSION,,Advanced Game Development Topics,"For game developers who want to dive into more advanced scenarios. Learn about new ways to integrate with Google+, implement and manage game states in a safe way and creating cool game experiences through select Google REST APIs. We will also cover new NDK topics, as well as using 3rd-party game engines.",,,android,https://developers.google.com/events/io/sessions/326445164,,,,,0,,
61,1428674812974,326454327,1368723600-1368727200,room12,SESSION,,Android Protips: Making Apps Work Like Magic,"Learn how to use advanced Android techniques to build apps so good, people think they're magic. Featuring advanced coding tips and tricks, implementation patterns, and exposure to some of the lesser-known APIs, you'll gain insight into how to build context sensitive apps that delight your users without draining their battery.  ",,,android,https://developers.google.com/events/io/sessions/326454327,,,,,0,,hXPAXKb-LQE
62,1428674812975,326455375,1368810000-1368812400,room12,SESSION,,What’s new for Developers in Google Play,"Publishing a new application on Google Play is just the beginning -- you work constantly to update your app, improve user reviews, see what users are doing with your app, expand into new markets, and build a revenue stream. Join the team who brought you the new Developer Console to learn how Google Play is bringing you more data to optimize your application, better tools to distribute your application, and new ways to understand and connect with your users along every step of the journey. ",,,android,https://developers.google.com/events/io/sessions/326455375,,,,,0,,
63,1428674812975,326458345,1368647100-1368650700,room10,SESSION,,Google Maps: Into the Future,"Google Maps and the Maps API enjoy huge popularity around the world. The Google Maps API is the most used API on the web. maps.google.com is the most used mapping site. Android and iOS SDKs are branching Maps out into new platforms. In this session, the Product Management Director of Google Maps teams with the Product Manager for the Google Maps API and the lead Developer Advocate to walk you into the future of Google Maps.",,,googlemaps,https://developers.google.com/events/io/sessions/326458345,,,,,0,,2OgAetgR_ok
